timestamp,p10,median,p90
2015-07-02,4979.568,7379.297,9561.74
2015-07-03,4135.125,6126.1973,7937.574
2015-07-04,1480.3486,2915.4167,4505.075
2015-07-05,-1467.6245,-489.04395,481.4602
2015-07-06,2392.7166,5223.9062,7229.8623
2015-07-07,2924.794,4760.7705,6172.083
2015-07-08,2865.4194,4266.178,5332.3276
2015-07-09,3442.3123,4744.9927,5584.3086
2015-07-10,3978.3496,5356.012,6245.006
2015-07-11,1770.4209,3023.7095,3856.7327
2015-07-12,-522.71875,276.063,1076.1975
2015-07-13,5624.4253,8311.207,10245.946
2015-07-14,4736.578,7208.726,9108.611
2015-07-15,4241.7773,6240.117,7940.83
2015-07-16,4270.9907,5924.629,7133.037
2015-07-17,3605.04,5222.864,6413.9814
2015-07-18,732.2549,1875.5256,3169.0684
2015-07-19,-1006.5049,-278.9668,480.3037
2015-07-20,3996.8262,5639.0073,7031.883
2015-07-21,4017.6938,5611.2817,6766.288
2015-07-22,3747.5686,5102.1733,6139.033
2015-07-23,3840.629,5174.2646,6176.9897
2015-07-24,4203.203,5570.7354,6601.839
2015-07-25,2039.9573,3262.957,4512.062
2015-07-26,-349.8213,335.41064,1187.1965
2015-07-27,5928.58,8562.994,10872.014
2015-07-28,4590.1133,7172.9907,9424.9
2015-07-29,4375.641,6692.377,8837.943
2015-07-30,4375.9175,6550.5854,8567.137
2015-07-31,4132.0957,6112.037,7840.3193
