timestamp,p10,median,p90
2015-07-02,4839.9805,8544.24,10835.867
2015-07-03,6162.7456,9568.231,11455.025
2015-07-04,6295.7134,9846.141,11854.537
2015-07-05,-1580.4023,65.74512,2231.1172
2015-07-06,3001.9297,8477.007,10971.396
2015-07-07,2941.4219,8195.021,10912.82
2015-07-08,2141.8682,7624.806,10585.596
2015-07-09,812.3003,6496.9546,9619.615
2015-07-10,3529.4226,8468.654,10959.537
2015-07-11,4094.6487,8958.775,11302.332
2015-07-12,-1841.3379,267.2212,2827.5813
2015-07-13,1458.7847,7476.0903,10468.975
2015-07-14,2138.7588,7703.9106,10540.854
2015-07-15,1039.0205,6861.5654,10077.603
2015-07-16,415.9541,6082.277,9550.52
2015-07-17,2411.2983,7634.671,10563.74
2015-07-18,5382.1963,8521.268,10868.664
2015-07-19,-1777.4648,-228.32227,1659.877
2015-07-20,4761.3765,7844.514,10182.464
2015-07-21,4925.628,7914.4854,10243.74
2015-07-22,4572.6953,7494.5166,9760.524
2015-07-23,4791.942,7683.471,9981.385
2015-07-24,5802.3403,8562.3955,10822.025
2015-07-25,6642.835,9369.142,11734.958
2015-07-26,-1071.2021,260.32227,2204.3823
2015-07-27,5625.213,8440.098,10699.207
2015-07-28,5989.136,8592.683,10951.745
2015-07-29,5538.5264,8323.341,10769.9795
2015-07-30,5241.297,8041.6113,10559.394
2015-07-31,5959.9575,8774.878,10995.913
