timestamp,p10,median,p90
2015-07-02,3461.883,4987.6978,6469.494
2015-07-03,3304.624,4823.8276,6286.465
2015-07-04,1644.6082,3051.5479,4508.0356
2015-07-05,-1259.4414,-339.49854,778.5603
2015-07-06,3187.6667,4945.1567,6508.202
2015-07-07,3252.1343,4928.8086,6477.4316
2015-07-08,3202.935,4753.0996,6146.83
2015-07-09,3103.3596,4622.4434,5975.7354
2015-07-10,3067.1196,4586.544,5946.3564
2015-07-11,1558.7178,2967.831,4294.053
2015-07-12,-932.7256,-61.023926,1123.3884
2015-07-13,3393.0242,5212.617,6930.407
2015-07-14,3413.8838,5194.5,6923.7207
2015-07-15,3223.1516,5002.405,6697.699
2015-07-16,3009.7988,4769.2197,6247.6714
2015-07-17,2921.98,4646.333,6229.7393
2015-07-18,1586.8284,2914.482,4381.5913
2015-07-19,-1061.2505,-160.95166,854.44995
2015-07-20,3586.9712,5355.3794,7020.49
2015-07-21,3414.7568,5149.192,6775.8184
2015-07-22,3272.6062,4937.248,6567.9746
2015-07-23,3134.2346,4796.6626,6327.281
2015-07-24,3036.5864,4644.56,6091.758
2015-07-25,1830.231,3258.7725,4717.7046
2015-07-26,-847.61426,8.649414,1017.76294
2015-07-27,3680.5637,5378.778,7067.744
2015-07-28,3511.3447,5226.317,6963.0776
2015-07-29,3251.176,4971.318,6637.1074
2015-07-30,3171.6655,4739.837,6281.63
2015-07-31,3154.0488,4661.6484,6136.995
