timestamp,p10,median,p90
2015-07-02,3580.3135,5242.7734,6846.2373
2015-07-03,3184.5117,4920.0684,6557.15
2015-07-04,790.09155,2152.2983,4170.361
2015-07-05,-1157.9219,-273.00342,1003.69653
2015-07-06,2650.9302,4999.969,6741.4287
2015-07-07,3170.8174,5082.614,6836.59
2015-07-08,2860.5864,4751.2334,6328.616
2015-07-09,2928.5894,4747.44,6256.2017
2015-07-10,2768.1802,4507.7485,6055.505
2015-07-11,614.6655,2024.7478,3705.8574
2015-07-12,-879.1362,70.89087,1422.5481
2015-07-13,2685.421,5106.427,6972.741
2015-07-14,2962.046,5132.8804,6930.095
2015-07-15,2496.0552,4737.923,6569.3164
2015-07-16,2461.3306,4582.4473,6218.2646
2015-07-17,2034.4164,4168.5454,5936.7656
2015-07-18,557.87524,1835.4404,3622.5813
2015-07-19,-923.51074,-47.282715,1014.2383
2015-07-20,3160.2344,5123.247,6769.2646
2015-07-21,3373.3997,5103.7437,6647.5635
2015-07-22,3164.9722,4774.7915,6311.8345
2015-07-23,3162.3298,4704.4263,6110.294
2015-07-24,2942.669,4462.488,5775.3516
2015-07-25,1033.3638,2281.8062,3767.7158
2015-07-26,-579.6997,142.30054,1067.1252
2015-07-27,3556.1174,5144.965,6661.3193
2015-07-28,3632.9568,5194.5127,6757.009
2015-07-29,3333.5432,4840.2144,6282.4688
2015-07-30,3388.043,4756.0083,6114.9736
2015-07-31,3152.2446,4516.498,5835.0317
