p10,median,p90
7721.192,9507.595,11298.568
6274.7974,8338.648,10178.54
6587.8877,8443.439,10030.004
-1702.1826,-585.78906,845.56494
6227.0747,7968.16,9228.776
5968.8247,7304.01,8324.606
6519.1465,7379.527,8222.614
6599.1733,7354.957,8018.0977
6783.6006,7632.7393,8290.451
7054.77,7952.042,8739.592
-187.68164,315.51904,1067.2588
8267.05,9152.428,10099.854
7448.7485,8321.678,9202.204
7186.774,8032.7676,8819.482
6818.368,7666.5957,8512.524
6251.2373,7367.6265,8267.9375
5695.882,6721.8545,7614.017
-868.8052,-284.88916,290.27588
6898.3477,7685.031,8500.277
6024.4097,7036.2427,7871.517
5576.265,6479.243,7237.6333
5495.57,6487.32,7420.798
6851.143,7702.935,8584.294
7025.9277,7989.2,8997.412
-124.282715,266.14893,1150.3433
8718.275,10029.531,11456.307
7833.7134,9079.773,10542.707
7320.424,8629.398,9948.957
7364.898,8627.06,10015.691
7219.911,8463.05,9822.162
