timestamp,p10,median,p90
2015-07-02,5014.4346,8579.515,11627.82
2015-07-03,4557.951,8549.342,11654.148
2015-07-04,3974.0261,8131.428,11322.73
2015-07-05,-2470.4482,-297.9463,2461.5642
2015-07-06,2090.8096,6438.541,9837.584
2015-07-07,2449.4194,5823.1914,8893.524
2015-07-08,2741.5962,5672.966,8263.318
2015-07-09,2732.5947,5389.7837,7825.798
2015-07-10,3945.1616,6429.868,8469.533
2015-07-11,5029.802,7278.6123,9074.822
2015-07-12,-659.3906,619.0659,2522.069
2015-07-13,5566.518,7882.275,9782.58
2015-07-14,5741.06,7978.995,9911.815
2015-07-15,5593.8706,7749.5015,9681.921
2015-07-16,5034.6826,7363.1426,9227.701
2015-07-17,5319.3994,7537.4077,9401.174
2015-07-18,5164.543,7278.099,8998.852
2015-07-19,-1417.5005,-191.07031,1446.1055
2015-07-20,5215.929,7394.551,9180.348
2015-07-21,4810.475,7061.7046,8867.633
2015-07-22,4755.5986,6909.837,8671.366
2015-07-23,4669.33,6860.085,8596.202
2015-07-24,5031.2163,7097.7627,8788.078
2015-07-25,5658.014,7561.18,9237.632
2015-07-26,-880.58887,188.7168,1873.2192
2015-07-27,5762.4536,7923.099,9869.853
2015-07-28,5847.2026,7951.12,9942.003
2015-07-29,5051.177,7650.7812,9645.168
2015-07-30,4587.1333,7283.203,9515.952
2015-07-31,4591.922,7404.5947,9373.828
